fishery,area,year,species,type,inpN,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5
census,1,30,Blue_whiting,0,187,NA,0.0053475935828877,0.27807486631016043,0.7005347593582888,0.016042780748663103
census,1,31,Blue_whiting,0,807,NA,0.030978934324659233,0.44981412639405205,0.5154894671623296,0.0037174721189591076
census,1,32,Blue_whiting,0,813,NA,0.03444034440344403,0.4661746617466175,0.4956949569495695,0.0036900369003690036
census,1,33,Blue_whiting,0,810,NA,0.02345679012345679,0.4728395061728395,0.5024691358024691,0.0012345679012345679
census,1,34,Blue_whiting,0,810,NA,0.03580246913580247,0.46296296296296297,0.49876543209876545,0.0024691358024691358
census,1,35,Blue_whiting,0,826,NA,0.03026634382566586,0.4661016949152542,0.5024213075060533,0.0012106537530266344
census,1,36,Blue_whiting,0,824,NA,0.03398058252427184,0.47451456310679613,0.4878640776699029,0.0036407766990291263
census,1,37,Blue_whiting,0,833,NA,0.028811524609843937,0.4345738295318127,0.531812725090036,0.004801920768307323
census,1,38,Blue_whiting,0,827,NA,0.030229746070133012,0.44014510278113667,0.5259975816203144,0.0036275695284159614
census,1,39,Blue_whiting,0,815,NA,0.029447852760736196,0.452760736196319,0.5128834355828221,0.0049079754601227
census,1,40,Blue_whiting,0,822,NA,0.029197080291970802,0.4367396593673966,0.5279805352798054,0.006082725060827251
census,1,41,Blue_whiting,0,811,NA,0.02836004932182491,0.4254007398273736,0.5413070283600493,0.004932182490752158
census,1,42,Blue_whiting,0,804,NA,0.029850746268656716,0.4291044776119403,0.5373134328358209,0.0037313432835820895
census,1,43,Blue_whiting,0,827,NA,0.02539298669891173,0.42926239419588874,0.5417170495767836,0.0036275695284159614
census,1,44,Blue_whiting,0,804,NA,0.03109452736318408,0.44527363184079605,0.5199004975124378,0.0037313432835820895
census,1,45,Blue_whiting,0,815,NA,0.029447852760736196,0.452760736196319,0.5141104294478528,0.0036809815950920245
census,1,46,Blue_whiting,0,831,NA,0.030084235860409144,0.457280385078219,0.5102286401925391,0.0024067388688327317
census,1,47,Blue_whiting,0,808,NA,0.03217821782178218,0.44801980198019803,0.5173267326732673,0.0024752475247524753
census,1,48,Blue_whiting,0,815,NA,0.026993865030674847,0.4404907975460123,0.53128834355828225,0.001226993865030675
census,1,49,Blue_whiting,0,831,NA,0.030084235860409144,0.45607701564380265,0.5114320096269555,0.0024067388688327317
census,1,50,Blue_whiting,0,824,NA,0.03155339805825243,0.4550970873786408,0.5109223300970874,0.0024271844660194173
census,1,51,Blue_whiting,0,811,NA,0.032059186189889025,0.45376078914919854,0.5104808877928483,0.0036991368680641184
census,1,52,Blue_whiting,0,827,NA,0.030229746070133012,0.4655380894800484,0.5030229746070133,0.0012091898428053204
census,1,53,Blue_whiting,0,827,NA,0.037484885126964934,0.48125755743651755,0.4800483675937122,0.0012091898428053204
census,1,54,Blue_whiting,0,826,NA,0.03631961259079903,0.4745762711864407,0.4854721549636804,0.0036319612590799033
census,1,55,Blue_whiting,0,803,NA,0.034869240348692404,0.46326276463262767,0.49937733499377335,0.0024906600249066002
census,1,56,Blue_whiting,0,838,NA,0.031026252983293555,0.45704057279236276,0.5095465393794749,0.002386634844868735
census,1,57,Blue_whiting,0,811,NA,0.027127003699136867,0.43033292231812575,0.5388409371146733,0.0036991368680641184
census,1,58,Blue_whiting,0,821,NA,0.028014616321559074,0.42021924482338613,0.5420219244823387,0.0097442143727162
census,1,59,Blue_whiting,0,813,NA,0.025830258302583026,0.43296432964329645,0.5338253382533825,0.007380073800738007
census,1,60,Blue_whiting,0,808,NA,0.027227722772277228,0.4381188118811881,0.530940594059406,0.0037128712871287127
census,1,61,Blue_whiting,0,820,NA,0.02804878048780488,0.4304878048780488,0.5353658536585366,0.006097560975609756
census,1,62,Blue_whiting,0,796,NA,0.02763819095477387,0.41708542713567837,0.5489949748743719,0.00628140703517588
census,1,63,Blue_whiting,0,835,NA,0.02874251497005988,0.429940119760479,0.5365269461077844,0.004790419161676647
census,1,64,Blue_whiting,0,819,NA,0.02564102564102564,0.4261294261294261,0.5433455433455433,0.004884004884004884
census,1,65,Blue_whiting,0,829,NA,0.031363088057901084,0.45355850422195415,0.5138721351025332,0.0012062726176115801
census,1,66,Blue_whiting,0,825,NA,0.030303030303030304,0.44242424242424244,0.5236363636363637,0.0036363636363636364
census,1,67,Blue_whiting,0,818,NA,0.02567237163814181,0.4339853300733496,0.5354523227383863,0.004889975550122249
census,1,68,Blue_whiting,0,833,NA,0.028811524609843937,0.4549819927971189,0.5150060024009604,0.0012004801920768306
census,1,69,Blue_whiting,0,829,NA,0.028950542822677925,0.436670687575392,0.5295536791314838,0.0048250904704463205
census,1,70,Blue_whiting,0,824,NA,0.02912621359223301,0.46237864077669905,0.5060679611650486,0.0024271844660194173
census,1,71,Blue_whiting,0,811,NA,0.029593094944512947,0.45129469790382243,0.5166461159062885,0.002466091245376079
census,1,72,Blue_whiting,0,821,NA,0.02679658952496955,0.43239951278928135,0.535931790499391,0.0048721071863581
census,1,73,Blue_whiting,0,823,NA,0.030376670716889428,0.4349939246658566,0.5321992709599028,0.002430133657351154
census,1,74,Blue_whiting,0,816,NA,0.02696078431372549,0.4375,0.5318627450980392,0.003676470588235294
census,1,75,Blue_whiting,0,803,NA,0.031133250311332503,0.4383561643835616,0.526774595267746,0.0037359900373599006
census,1,76,Blue_whiting,0,823,NA,0.027946537059538274,0.43256379100850545,0.5358444714459295,0.0036452004860267314
census,1,77,Blue_whiting,0,829,NA,0.027744270205066344,0.4451145958986731,0.5235223160434258,0.0036188178528347406
census,1,78,Blue_whiting,0,821,NA,0.029232643118148598,0.4397076735688185,0.5261875761266748,0.0048721071863581
census,1,79,Blue_whiting,0,817,NA,0.028151774785801713,0.41615667074663404,0.5520195838433293,0.0036719706242350062
census,1,80,Blue_whiting,0,608,NA,0.03618421052631579,0.49506578947368424,0.46875,NA
census,1,30,Capelin,0,201,NA,NA,0.746268656716418,0.2537313432835821,NA
census,1,31,Capelin,0,199,0.020100502512562814,0.7989949748743719,0.12562814070351758,0.05527638190954774,NA
census,1,35,Capelin,0,994,0.004024144869215292,0.26458752515090544,0.613682092555332,0.11770623742454728,NA
census,1,36,Capelin,0,992,0.0030241935483870967,0.22983870967741934,0.6340725806451613,0.13306451612903225,NA
census,1,37,Capelin,0,994,0.0030181086519114686,0.22937625754527163,0.6086519114688129,0.158953722334004,NA
census,1,38,Capelin,0,199,0.01507537688442211,0.7185929648241206,0.18090452261306533,0.08542713567839195,NA
census,1,41,Capelin,0,989,0.0020222446916076846,0.24064711830131447,0.596562184024267,0.16076845298281092,NA
census,1,42,Capelin,0,990,0.00202020202020202,0.2292929292929293,0.5888888888888889,0.1797979797979798,NA
census,1,43,Capelin,0,994,0.0030181086519114686,0.23742454728370221,0.6207243460764588,0.13883299798792756,NA
census,1,44,Capelin,0,989,0.003033367037411527,0.2487360970677452,0.60262891809909,0.14560161779575329,NA
census,1,45,Capelin,0,992,0.0030241935483870967,0.2247983870967742,0.594758064516129,0.1774193548387097,NA
census,1,46,Capelin,0,992,0.0030241935483870967,0.2620967741935484,0.6350806451612904,0.09979838709677419,NA
census,1,47,Capelin,0,999,0.004004004004004004,0.2602602602602603,0.6236236236236237,0.11211211211211211,NA
census,1,48,Capelin,0,198,0.020202020202020204,0.8737373737373737,0.08585858585858586,0.020202020202020204,NA
census,1,49,Capelin,0,996,0.0030120481927710845,0.23493975903614459,0.6345381526104418,0.12751004016064257,NA
census,1,50,Capelin,0,199,0.020100502512562814,0.8391959798994975,0.09547738693467336,0.04522613065326633,NA
census,1,51,Capelin,0,996,0.0030120481927710845,0.2429718875502008,0.6154618473895582,0.13855421686746988,NA
census,1,52,Capelin,0,992,0.0030241935483870967,0.23387096774193547,0.6108870967741935,0.15221774193548387,NA
census,1,53,Capelin,0,991,0.0030272452068617556,0.21594349142280525,0.5933400605449042,0.18768920282542886,NA
census,1,54,Capelin,0,998,0.003006012024048096,0.23947895791583165,0.6372745490981964,0.12024048096192384,NA
census,1,55,Capelin,0,993,0.0030211480362537764,0.2366565961732125,0.6334340382678751,0.1268882175226586,NA
census,1,56,Capelin,0,993,0.0030211480362537764,0.21953675730110775,0.5830815709969789,0.19436052366565962,NA
census,1,57,Capelin,0,990,0.0030303030303030303,0.24545454545454545,0.6181818181818182,0.13333333333333333,NA
census,1,58,Capelin,0,984,0.0020325203252032522,0.25,0.6310975609756098,0.11686991869918699,NA
census,1,59,Capelin,0,994,0.002012072434607646,0.23340040241448692,0.607645875251509,0.15694164989939638,NA
census,1,60,Capelin,0,994,0.002012072434607646,0.23340040241448692,0.6156941649899397,0.1488933601609658,NA
census,1,61,Capelin,0,990,0.00202020202020202,0.23232323232323232,0.6262626262626263,0.1393939393939394,NA
census,1,62,Capelin,0,998,0.003006012024048096,0.24448897795591182,0.6142284569138277,0.13827655310621242,NA
census,1,63,Capelin,0,991,0.0030272452068617556,0.2462159434914228,0.6074672048435923,0.1432896064581231,NA
census,1,64,Capelin,0,988,0.003036437246963563,0.22773279352226722,0.6123481781376519,0.15688259109311742,NA
census,1,65,Capelin,0,993,0.0030211480362537764,0.2215508559919436,0.5991943605236657,0.17623363544813697,NA
census,1,66,Capelin,0,992,0.0030241935483870967,0.23588709677419356,0.6189516129032258,0.14213709677419356,NA
census,1,67,Capelin,0,996,0.0030120481927710845,0.2570281124497992,0.6355421686746988,0.10441767068273092,NA
census,1,68,Capelin,0,996,0.0030120481927710845,0.2520080321285141,0.6024096385542169,0.142570281124498,NA
census,1,69,Capelin,0,991,0.0030272452068617556,0.24520686175580222,0.6165489404641776,0.13521695257315844,NA
census,1,70,Capelin,0,997,0.003009027081243731,0.2587763289869609,0.6308926780341023,0.10732196589769308,NA
census,1,71,Capelin,0,992,0.0030241935483870967,0.22983870967741934,0.6008064516129032,0.1663306451612903,NA
census,1,72,Capelin,0,988,0.003036437246963563,0.21862348178137653,0.6163967611336032,0.16194331983805668,NA
census,1,73,Capelin,0,996,0.0030120481927710845,0.25301204819277107,0.6174698795180723,0.12650602409638553,NA
census,1,74,Capelin,0,992,0.0020161290322580645,0.2530241935483871,0.6199596774193549,0.125,NA
census,1,75,Capelin,0,997,0.0020060180541624875,0.20962888665997995,0.5937813440320963,0.1945837512537613,NA
census,1,76,Capelin,0,995,0.0020100502512562816,0.20904522613065327,0.6331658291457286,0.15577889447236182,NA
census,1,77,Capelin,0,985,0.003045685279187817,0.2609137055837564,0.6355329949238578,0.10050761421319797,NA
census,1,78,Capelin,0,987,0.00303951367781155,0.24316109422492402,0.5876393110435664,0.1651469098277609,0.0010131712259371835
census,1,79,Capelin,0,992,0.0030241935483870967,0.24798387096774194,0.6189516129032258,0.13004032258064516,NA
census,1,80,Capelin,0,789,0.0038022813688212928,0.311787072243346,0.6083650190114068,0.07604562737642585,NA
census,1,30,Green_halibut,0,154,NA,0.43506493506493504,0.4155844155844156,0.14935064935064934,NA
census,1,31,Green_halibut,0,796,NA,0.39949748743718594,0.4334170854271357,0.1670854271356784,NA
census,1,32,Green_halibut,0,797,NA,0.42534504391468003,0.39272271016311167,0.18193224592220827,NA
census,1,33,Green_halibut,0,804,NA,0.4166666666666667,0.4054726368159204,0.17786069651741293,NA
census,1,34,Green_halibut,0,834,NA,0.42326139088729015,0.3932853717026379,0.18345323741007194,NA
census,1,35,Green_halibut,0,812,NA,0.3916256157635468,0.41625615763546797,0.1921182266009852,NA
census,1,36,Green_halibut,0,801,NA,0.40574282147315854,0.41947565543071164,0.17478152309612985,NA
census,1,37,Green_halibut,0,811,NA,0.42909987669543775,0.4081381011097411,0.16276202219482122,NA
census,1,38,Green_halibut,0,822,NA,0.39416058394160586,0.42092457420924573,0.18491484184914841,NA
census,1,39,Green_halibut,0,828,NA,0.4227053140096618,0.3804347826086957,0.19685990338164253,NA
census,1,40,Green_halibut,0,778,NA,0.390745501285347,0.4241645244215938,0.18508997429305912,NA
census,1,41,Green_halibut,0,806,NA,0.36476426799007444,0.4305210918114144,0.20471464019851116,NA
census,1,42,Green_halibut,0,804,NA,0.4253731343283582,0.4017412935323383,0.17288557213930347,NA
census,1,43,Green_halibut,0,810,NA,0.39012345679012345,0.4012345679012346,0.20864197530864198,NA
census,1,44,Green_halibut,0,831,NA,0.3766546329723225,0.40794223826714804,0.21540312876052947,NA
census,1,45,Green_halibut,0,802,NA,0.38902743142144636,0.4002493765586035,0.21072319201995013,NA
census,1,46,Green_halibut,0,790,NA,0.4088607594936709,0.4240506329113924,0.1670886075949367,NA
census,1,47,Green_halibut,0,799,NA,0.39424280350438046,0.43929912390488113,0.16645807259073842,NA
census,1,48,Green_halibut,0,806,NA,0.38957816377171217,0.4106699751861042,0.19975186104218362,NA
census,1,49,Green_halibut,0,823,NA,0.39003645200486026,0.3863912515188335,0.2235722964763062,NA
census,1,50,Green_halibut,0,829,NA,0.38118214716525933,0.40048250904704463,0.218335343787696,NA
census,1,51,Green_halibut,0,806,NA,0.4106699751861042,0.3883374689826303,0.20099255583126552,NA
census,1,52,Green_halibut,0,806,NA,0.3945409429280397,0.413151364764268,0.19230769230769232,NA
census,1,53,Green_halibut,0,799,NA,0.41551939924906134,0.3967459324155194,0.18773466833541927,NA
census,1,54,Green_halibut,0,809,NA,0.39184177997527814,0.415327564894932,0.19283065512978986,NA
census,1,55,Green_halibut,0,811,NA,0.41430332922318125,0.42663378545006164,0.15906288532675708,NA
census,1,56,Green_halibut,0,815,NA,0.4171779141104294,0.4085889570552147,0.17423312883435582,NA
census,1,57,Green_halibut,0,821,NA,0.3861144945188794,0.4397076735688185,0.17417783191230207,NA
census,1,58,Green_halibut,0,826,NA,0.3898305084745763,0.400726392251816,0.20944309927360774,NA
census,1,59,Green_halibut,0,789,NA,0.40811153358681873,0.4144486692015209,0.17743979721166034,NA
census,1,60,Green_halibut,0,816,NA,0.4178921568627451,0.38235294117647056,0.19975490196078433,NA
census,1,61,Green_halibut,0,802,NA,0.4014962593516209,0.3915211970074813,0.20698254364089774,NA
census,1,62,Green_halibut,0,802,NA,0.43516209476309226,0.40399002493765584,0.16084788029925187,NA
census,1,63,Green_halibut,0,836,NA,0.42822966507177035,0.36483253588516745,0.2069377990430622,NA
census,1,64,Green_halibut,0,811,NA,0.45869297163995065,0.3921085080147966,0.14919852034525277,NA
census,1,65,Green_halibut,0,845,NA,0.4544378698224852,0.3680473372781065,0.17751479289940827,NA
census,1,66,Green_halibut,0,832,NA,0.40625,0.39783653846153844,0.19591346153846154,NA
census,1,67,Green_halibut,0,804,NA,0.43781094527363185,0.3843283582089552,0.17786069651741293,NA
census,1,68,Green_halibut,0,801,NA,0.41198501872659177,0.41198501872659177,0.1760299625468165,NA
census,1,69,Green_halibut,0,828,NA,0.40942028985507245,0.40217391304347827,0.18840579710144928,NA
census,1,70,Green_halibut,0,789,NA,0.43346007604562736,0.42839036755386567,0.13814955640050697,NA
census,1,71,Green_halibut,0,821,NA,0.4104750304506699,0.42509135200974424,0.16443361753958588,NA
census,1,72,Green_halibut,0,830,NA,0.44819277108433736,0.39759036144578314,0.15421686746987953,NA
census,1,73,Green_halibut,0,822,NA,0.45498783454987834,0.37834549878345497,0.16666666666666666,NA
census,1,74,Green_halibut,0,803,NA,0.44831880448318806,0.39352428393524286,0.1581569115815691,NA
census,1,75,Green_halibut,0,819,NA,0.4126984126984127,0.40415140415140416,0.18315018315018314,NA
census,1,76,Green_halibut,0,787,NA,0.4383735705209657,0.397712833545108,0.1639135959339263,NA
census,1,77,Green_halibut,0,801,NA,0.4332084893882647,0.41448189762796506,0.1523096129837703,NA
census,1,78,Green_halibut,0,822,NA,0.41362530413625304,0.40389294403892945,0.18248175182481752,NA
census,1,79,Green_halibut,0,832,NA,0.43028846153846156,0.4110576923076923,0.15865384615384615,NA
census,1,80,Green_halibut,0,632,NA,0.4541139240506329,0.3876582278481013,0.15822784810126583,NA
census,1,30,Haddock,0,181,NA,0.06629834254143646,0.9060773480662984,0.027624309392265192,NA
census,1,31,Haddock,0,905,NA,0.17016574585635358,0.7558011049723757,0.07403314917127071,NA
census,1,32,Haddock,0,906,NA,0.2726269315673289,0.5916114790286976,0.1357615894039735,NA
census,1,33,Haddock,0,942,NA,0.4883227176220807,0.3885350318471338,0.12314225053078556,NA
census,1,34,Haddock,0,933,0.25187566988210075,0.5412647374062165,0.15755627009646303,0.04930332261521972,NA
census,1,35,Haddock,0,972,NA,0.9423868312757202,0.05761316872427984,NA,NA
census,1,36,Haddock,0,955,NA,0.4,0.6,NA,NA
census,1,37,Haddock,0,942,NA,0.03927813163481953,0.9501061571125266,0.010615711252653927,NA
census,1,38,Haddock,0,940,NA,0.02446808510638298,0.8702127659574468,0.10531914893617021,NA
census,1,39,Haddock,0,937,NA,0.03948772678762007,0.7491995731056563,0.2113127001067236,NA
census,1,40,Haddock,0,925,NA,0.11675675675675676,0.6086486486486486,0.2745945945945946,NA
census,1,41,Haddock,0,907,NA,0.2227122381477398,0.49834619625137816,0.278941565600882,NA
census,1,42,Haddock,0,907,NA,0.34950385887541346,0.4013230429988975,0.24917309812568908,NA
census,1,43,Haddock,0,915,0.1377049180327869,0.4896174863387978,0.2371584699453552,0.1355191256830601,NA
census,1,44,Haddock,0,923,NA,0.7930660888407367,0.1570964247020585,0.04983748645720477,NA
census,1,45,Haddock,0,922,NA,0.4197396963123644,0.5325379609544468,0.04772234273318872,NA
census,1,46,Haddock,0,930,NA,0.12258064516129032,0.8010752688172043,0.07634408602150537,NA
census,1,47,Haddock,0,916,0.16266375545851527,0.32860262008733626,0.4574235807860262,0.05131004366812227,NA
census,1,48,Haddock,0,936,NA,0.8376068376068376,0.13995726495726496,0.022435897435897436,NA
census,1,49,Haddock,0,923,0.0010834236186348862,0.7995666305525461,0.18959913326110509,0.009750812567713976,NA
census,1,50,Haddock,0,935,0.0032085561497326204,0.8032085561497326,0.18823529411764706,0.0053475935828877,NA
census,1,51,Haddock,0,932,NA,0.674892703862661,0.3251072961373391,NA,NA
census,1,52,Haddock,0,931,NA,0.18152524167561762,0.8098818474758325,0.008592910848549946,NA
census,1,53,Haddock,0,929,NA,0.01829924650161464,0.9407965554359526,0.04090419806243272,NA
census,1,54,Haddock,0,920,NA,0.02717391304347826,0.8097826086956522,0.16304347826086957,NA
census,1,55,Haddock,0,910,NA,0.07362637362637363,0.6780219780219781,0.24835164835164836,NA
census,1,56,Haddock,0,914,NA,0.10065645514223195,0.5776805251641138,0.32166301969365424,NA
census,1,57,Haddock,0,906,0.0033112582781456954,0.18322295805739514,0.4977924944812362,0.31567328918322296,NA
census,1,58,Haddock,0,890,NA,0.3202247191011236,0.4,0.2797752808988764,NA
census,1,59,Haddock,0,901,0.05993340732519423,0.5316315205327414,0.24084350721420644,0.16759156492785793,NA
census,1,60,Haddock,0,906,NA,0.7450331125827815,0.18322295805739514,0.0717439293598234,NA
census,1,61,Haddock,0,895,NA,0.37318435754189944,0.553072625698324,0.07374301675977654,NA
census,1,62,Haddock,0,889,NA,0.11361079865016872,0.8020247469066367,0.0843644544431946,NA
census,1,63,Haddock,0,868,NA,0.05069124423963134,0.7960829493087558,0.1532258064516129,NA
census,1,64,Haddock,0,885,0.2192090395480226,0.33559322033898303,0.35141242937853107,0.09378531073446328,NA
census,1,65,Haddock,0,909,NA,0.858085808580858,0.12101210121012101,0.020902090209020903,NA
census,1,66,Haddock,0,890,NA,0.4044943820224719,0.5685393258426966,0.02696629213483146,NA
census,1,67,Haddock,0,914,NA,0.06564551422319474,0.8960612691466083,0.038293216630196934,NA
census,1,68,Haddock,0,899,NA,0.03337041156840934,0.8487208008898777,0.11790878754171301,NA
census,1,69,Haddock,0,881,NA,0.07150964812712826,0.720771850170261,0.20771850170261066,NA
census,1,70,Haddock,0,874,NA,0.08924485125858124,0.6292906178489702,0.2814645308924485,NA
census,1,71,Haddock,0,874,NA,0.06636155606407322,0.6235697940503433,0.3100686498855835,NA
census,1,72,Haddock,0,876,NA,0.09474885844748858,0.5468036529680366,0.3584474885844749,NA
census,1,73,Haddock,0,888,NA,0.12950450450450451,0.48423423423423423,0.38626126126126126,NA
census,1,74,Haddock,0,837,NA,0.2054958183990442,0.4145758661887694,0.37992831541218636,NA
census,1,75,Haddock,0,883,0.23669309173272934,0.4190260475651189,0.1710079275198188,0.17327293318233294,NA
census,1,76,Haddock,0,918,NA,0.9074074074074074,0.06535947712418301,0.027233115468409588,NA
census,1,77,Haddock,0,920,NA,0.37717391304347825,0.5978260869565217,0.025,NA
census,1,78,Haddock,0,907,NA,0.04630650496141125,0.9228224917309813,0.030871003307607496,NA
census,1,79,Haddock,0,885,NA,0.006779661016949152,0.8700564971751412,0.12316384180790961,NA
census,1,80,Haddock,0,714,NA,0.0350140056022409,0.7605042016806722,0.20448179271708683,NA
census,1,31,Mackerel,0,363,NA,0.14325068870523416,0.5234159779614325,0.325068870523416,0.008264462809917356
census,1,32,Mackerel,0,382,NA,0.1387434554973822,0.4895287958115183,0.3717277486910995,NA
census,1,33,Mackerel,0,364,NA,0.12637362637362637,0.5054945054945055,0.36538461538461536,0.0027472527472527475
census,1,34,Mackerel,0,359,NA,0.15041782729805014,0.49025069637883006,0.3565459610027855,0.002785515320334262
census,1,35,Mackerel,0,386,NA,0.08549222797927461,0.5414507772020726,0.36528497409326427,0.007772020725388601
census,1,36,Mackerel,0,364,NA,0.13186813186813187,0.5467032967032966,0.32142857142857145,NA
census,1,37,Mackerel,0,361,NA,0.1440443213296399,0.4903047091412742,0.3628808864265928,0.002770083102493075
census,1,38,Mackerel,0,363,NA,0.14049586776859505,0.5179063360881543,0.33608815426997246,0.005509641873278237
census,1,39,Mackerel,0,363,NA,0.1322314049586777,0.48760330578512395,0.3774104683195592,0.0027548209366391185
census,1,40,Mackerel,0,373,NA,0.12064343163538874,0.46380697050938335,0.4075067024128686,0.00804289544235925
census,1,41,Mackerel,0,364,NA,0.15384615384615385,0.49725274725274726,0.34615384615384615,0.0027472527472527475
census,1,42,Mackerel,0,359,NA,0.16991643454038996,0.48467966573816157,0.3426183844011142,0.002785515320334262
census,1,43,Mackerel,0,373,NA,0.1554959785522788,0.4718498659517426,0.3672922252010724,0.005361930294906166
census,1,44,Mackerel,0,363,NA,0.14600550964187328,0.5564738292011019,0.29476584022038566,0.0027548209366391185
census,1,45,Mackerel,0,357,NA,0.1400560224089636,0.5742296918767507,0.28291316526610644,0.0028011204481792717
census,1,46,Mackerel,0,370,NA,0.14324324324324325,0.5216216216216216,0.3324324324324324,0.002702702702702703
census,1,47,Mackerel,0,368,NA,0.16032608695652173,0.48097826086956524,0.358695652173913,NA
census,1,48,Mackerel,0,368,NA,0.16304347826086957,0.5353260869565217,0.29891304347826086,0.002717391304347826
census,1,49,Mackerel,0,369,NA,0.17615176151761516,0.5040650406504065,0.3170731707317073,0.0027100271002710027
